iteration,1,2,3
667,31447,24233,23661
668,31430,24252,23667
669,31418,24313,23646
670,31400,24330,23681
671,31381,24348,23697
672,31367,24377,23707
673,31338,24377,23744
674,31329,24406,23725
675,31315,24437,23763
676,31299,24461,23763
677,31286,24474,23766
678,31271,24493,23757
679,31259,24532,23753
680,31250,24551,23759
681,31241,24560,23775
682,31232,24582,23777
683,31222,24605,23778
684,31216,24605,23817
685,31213,24607,23813
686,31206,24619,23818
687,31199,24627,23836
688,31192,24618,23860
689,31184,24604,23908
690,31178,24621,23932
691,31176,24621,23928
692,31171,24651,23920
693,31170,24652,23924
694,31169,24670,23925
695,31164,24658,23930
696,31160,24666,23915
697,31154,24677,23919
698,31155,24664,23946
699,31153,24653,23942
700,31146,24662,23949
701,31142,24665,23944
702,31137,24663,23933
703,31133,24676,23945
704,31130,24687,23936
705,31124,24682,23948
706,31122,24674,23935
707,31117,24686,23949
708,31111,24699,23947
709,31110,24691,23954
710,31106,24687,23962
711,31099,24684,23969
712,31097,24666,23984
713,31096,24678,23983
714,31098,24708,23995
715,31095,24698,23991
716,31088,24696,23974
717,31082,24709,23985
718,31080,24694,23998
719,31073,24704,24017
720,31069,24693,24014
721,31071,24672,24012
722,31070,24683,24013
723,31071,24675,24030
724,31065,24667,24013
725,31060,24673,24044
726,31055,24676,24040
727,31053,24676,24039
728,31050,24698,24046
729,31049,24707,24043
730,31047,24688,24043
731,31042,24681,24030
732,31039,24690,24008
733,31034,24663,24029
734,31030,24673,24029
735,31025,24657,24040
736,31018,24671,24021
737,31016,24689,24021
738,31013,24670,24014
739,31009,24664,24009
740,31007,24646,24002
741,31004,24638,23982
742,30997,24626,23950
743,30989,24618,23973
744,30986,24631,23983
745,30978,24656,23968
746,30970,24646,23952
747,30965,24618,23936
748,30959,24606,23951
749,30945,24597,23970
750,30936,24602,23969
751,30935,24602,23954
752,30930,24579,23924
753,30913,24574,23916
754,30902,24577,23912
755,30888,24569,23891
756,30879,24573,23872
757,30869,24568,23847
758,30856,24594,23839
759,30842,24610,23825
760,30826,24620,23808
761,30817,24656,23798
762,30803,24663,23788
763,30777,24646,23812
764,30765,24649,23823
765,30746,24642,23800
766,30718,24697,23800
767,30696,24715,23783
768,30671,24726,23786
769,30647,24710,23818
770,30623,24701,23814
771,30608,24673,23849
772,30589,24714,23903
773,30569,24732,23916
774,30542,24703,23961
775,30524,24733,23953
776,30502,24764,24024
777,30485,24764,24030
778,30464,24737,24030
779,30446,24785,24059
780,30431,24794,24092
781,30423,24807,24126
782,30409,24820,24143
783,30397,24824,24137
784,30377,24842,24158
785,30351,24846,24201
786,30342,24858,24238
787,30318,24868,24258
788,30301,24912,24275
789,30292,24947,24260
790,30280,24985,24239
791,30277,25001,24230
792,30271,25000,24249
793,30262,25027,24238
794,30251,25016,24280
795,30232,25037,24293
796,30223,25074,24310
797,30214,25066,24320
798,30206,25087,24332
799,30201,25085,24350
800,30196,25102,24352
801,30187,25099,24371
802,30177,25118,24387
803,30172,25129,24371
804,30170,25125,24371
805,30165,25139,24362
806,30165,25153,24347
807,30161,25152,24361
808,30156,25183,24360
809,30152,25173,24341
810,30148,25193,24337
811,30146,25186,24333
812,30140,25188,24338
813,30138,25192,24338
814,30128,25218,24343
815,30122,25251,24338
816,30121,25260,24337
817,30121,25262,24357
818,30118,25243,24372
819,30113,25232,24382
820,30110,25236,24379
821,30106,25225,24375
822,30103,25239,24372
823,30101,25229,24371
824,30095,25263,24371
825,30091,25264,24375
826,30090,25264,24366
827,30089,25274,24362
828,30081,25284,24340
829,30080,25301,24348
830,30078,25318,24345
831,30075,25299,24342
832,30069,25293,24327
833,30066,25299,24334
834,30057,25315,24322
835,30058,25336,24332
836,30055,25334,24319
837,30058,25338,24313
838,30052,25334,24303
839,30052,25339,24292
840,30049,25333,24279
841,30041,25331,24297
842,30035,25353,24280
843,30032,25356,24272
844,30028,25343,24254
845,30027,25332,24233
846,30022,25340,24251
847,30014,25330,24253
848,30011,25317,24273
849,30006,25332,24259
850,30007,25346,24246
851,30003,25341,24225
852,30004,25358,24210
853,29991,25360,24211
854,29983,25380,24179
855,29978,25390,24180
856,29974,25408,24163
857,29972,25385,24167
858,29967,25392,24159
859,29964,25365,24149
