iteration,1,2,3
745,48312,3891,21376
746,48595,4033,21256
747,48754,4183,21111
748,48915,4312,20977
749,48885,4476,20880
750,48854,4622,20802
751,48718,4767,20711
752,48655,4920,20641
753,48467,5063,20597
754,48208,5220,20583
755,47914,5393,20585
756,47613,5551,20547
757,47353,5728,20527
758,47080,5888,20539
759,46752,6044,20518
760,46443,6217,20482
761,46095,6403,20447
762,45811,6572,20407
763,45424,6763,20453
764,45118,6921,20419
765,44861,7089,20420
766,44558,7274,20382
767,44352,7436,20376
768,44085,7628,20362
769,43757,7812,20372
770,43482,7993,20339
771,43178,8199,20312
772,42804,8423,20306
773,42423,8626,20269
774,42078,8849,20243
775,41710,9070,20210
776,41261,9289,20231
777,40925,9497,20204
778,40484,9714,20195
779,40099,9932,20184
780,39743,10144,20179
781,39291,10397,20205
782,38879,10616,20193
783,38415,10878,20203
784,37949,11106,20188
785,37474,11344,20191
786,37046,11577,20191
787,36551,11796,20190
788,36041,12044,20224
789,35630,12261,20224
790,35226,12468,20223
791,34754,12703,20229
792,34336,12949,20227
793,33844,13206,20222
794,33333,13439,20226
795,32872,13704,20209
796,32424,13940,20206
797,31941,14153,20190
798,31332,14440,20201
799,30765,14661,20197
800,30244,14893,20209
801,29797,15121,20178
802,29356,15364,20162
803,28960,15565,20142
804,28450,15782,20114
805,28045,16023,20094
806,27596,16246,20083
807,27186,16453,20040
808,26747,16732,19980
809,26330,16970,19942
810,25813,17207,19954
811,25254,17462,19882
812,24703,17694,19868
813,24230,17940,19850
814,23782,18168,19835
815,23252,18393,19857
816,22682,18639,19837
817,22330,18822,19797
818,21861,19067,19813
819,21283,19251,19884
820,20743,19462,19888
821,20206,19682,19910
822,19589,19926,19965
823,19151,20087,20001
824,18741,20264,20055
825,18279,20448,20111
826,17701,20638,20182
827,17201,20836,20196
828,16878,20975,20204
829,16370,21156,20298
830,15896,21310,20360
831,15365,21483,20427
832,14832,21648,20484
833,14399,21797,20558
834,13792,21968,20650
835,13227,22126,20740
836,12772,22271,20821
837,12323,22392,20897
838,11734,22514,20998
839,11265,22644,21127
840,10853,22752,21277
841,10333,22849,21440
842,9814,22954,21583
843,9355,23031,21746
844,8881,23119,21881
845,8387,23207,22040
846,7986,23251,22206
847,7576,23322,22373
848,7144,23342,22620
849,6683,23433,22748
850,6346,23428,23002
851,5911,23444,23217
852,5490,23486,23449
853,5126,23501,23647
854,4708,23505,23875
855,4407,23499,24079
856,4116,23483,24325
857,3845,23440,24533
858,3523,23424,24779
859,3270,23404,25003
860,2994,23337,25279
861,2706,23299,25538
862,2525,23196,25792
863,2324,23131,26022
864,2152,23036,26281
865,1990,22933,26492
866,1861,22827,26767
867,1717,22723,27008
868,1556,22627,27243
869,1433,22560,27472
870,1290,22426,27713
871,1148,22294,27962
872,1043,22158,28193
873,943,22010,28433
874,833,21845,28676
875,736,21703,28916
876,660,21530,29144
877,581,21370,29372
878,499,21201,29583
879,444,21023,29808
880,381,20863,30018
881,321,20664,30246
882,241,20500,30429
883,205,20280,30662
884,170,20081,30902
885,130,19876,31124
886,104,19680,31329
887,88,19457,31526
888,72,19219,31766
889,53,18994,31973
890,45,18761,32153
891,38,18523,32342
892,28,18263,32538
893,44,17988,32761
894,43,17746,32964
895,80,17491,33111
896,79,17224,33288
897,112,16974,33462
898,164,16732,33633
899,216,16460,33792
900,276,16144,33934
901,330,15864,34082
902,396,15603,34219
903,482,15312,34345
904,580,15003,34495
905,685,14726,34636
906,808,14412,34728
907,961,14116,34817
908,1151,13845,34904
909,1264,13549,35041
910,1418,13247,35096
911,1616,12944,35166
912,1844,12685,35192
913,2111,12359,35236
914,2264,12092,35292
915,2496,11799,35298
916,2783,11526,35310
917,3084,11234,35291
918,3391,10952,35296
919,3667,10670,35288
920,3975,10402,35251
921,4306,10179,35240
922,4630,9894,35196
923,4989,9640,35157
924,5328,9389,35085
925,5641,9133,35034
926,5935,8882,34966
927,6281,8661,34881
928,6577,8430,34832
929,6854,8213,34782
930,7040,7978,34752
931,7257,7741,34714
932,7489,7581,34635
933,7770,7365,34558
934,8074,7142,34468
935,8385,6953,34407
936,8642,6753,34305
937,8985,6566,34176
938,9249,6395,34061
939,9567,6251,33953
940,9866,6092,33835
941,10221,5938,33712
942,10652,5819,33566
943,11158,5669,33412
944,11586,5554,33237
945,12110,5439,33029
946,12509,5345,32885
947,12941,5268,32713
948,13453,5201,32508
949,13941,5154,32307
950,14418,5131,32110
951,14889,5109,31907
952,15447,5075,31691
953,15880,5080,31469
954,16379,5079,31244
